,productGroup,asin,categories,categoryTree,rootCategory,nodepath,nodeID
2621,Kitchen,B0000DDVG5,"[17659392011, 13218451, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337685011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_6701'}, {'catId': 17659392011, 'name': 'VPCs'}]",265523,,
2622,BISS,B008UV7X24,"[82785833011, 289857]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77077425011, 'name': 'Cutlery, Dinnerware and Knives'}, {'catId': 82785833011, 'name': 'Specialty Knives'}]",265523,,
2623,Kitchen,B002XOHZUO,"[18505439011, 678505011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337712011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_6001'}, {'catId': 18505439011, 'name': 'Best Sellers in Kitchen'}]",265523,,
2624,Home,B008CMYDBU,"[10749171, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 1063274, 'name': 'Sheets & Pillowcases'}, {'catId': 10749171, 'name': 'Fitted Sheets'}]",1055398,,
2625,Home,B004GXAII6,"[1063242, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063236, 'name': 'Bath'}, {'catId': 1063242, 'name': 'Bath Rugs'}]",1055398,,
2626,Kitchen,B001VZ6ZH0,"[82794280011, 678520011]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77077733011, 'name': 'Tools and Utensils'}, {'catId': 82794280011, 'name': 'Thermometers and Timers'}]",265523,,
2627,Home,B004EJFCTC,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
2628,Home,B000GBXO74,"[3734401, 13900821, 119967313011]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 1063282, 'name': 'Candles & Holders'}, {'catId': 3734391, 'name': 'Candles'}, {'catId': 3734401, 'name': 'Taper Candles'}]",1055398,,
2629,Home,B0065AMNEK,"[3736151, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 1063302, 'name': 'Window Treatments'}, {'catId': 3736141, 'name': 'Curtains & Drapes'}, {'catId': 3736151, 'name': 'Panels'}]",1055398,,
2630,Home,B002KFZ4GS,"[3732181, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 1063280, 'name': 'Blankets & Throws'}, {'catId': 3732181, 'name': 'Bed Blankets'}]",1055398,,
2631,Home,B00C1VJT8U,"[3736171, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 1063302, 'name': 'Window Treatments'}, {'catId': 3736141, 'name': 'Curtains & Drapes'}, {'catId': 3736171, 'name': 'Tiers'}]",1055398,,
2632,Kitchen,B001337452,"[77182862011, 289681]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77076852011, 'name': 'Cookware and Bakeware'}, {'catId': 77182859011, 'name': 'Bakeware'}, {'catId': 77182862011, 'name': 'Cakepans'}]",265523,,
2633,Home,B000LWS1ZS,"[3734571, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 1063282, 'name': 'Candles & Holders'}, {'catId': 3734391, 'name': 'Candles'}, {'catId': 3734531, 'name': 'Specialty Candles'}, {'catId': 3734571, 'name': 'Novelty Candles'}]",1055398,,
2634,Kitchen,B00BEH9T2S,"[723484011, 13900811, 119967313011]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 901590, 'name': 'Event & Party Supplies'}, {'catId': 723481011, 'name': 'Tableware'}, {'catId': 723484011, 'name': 'Plates'}]",1055398,,
2635,Kitchen,B00004WA8B,"[285080, 367232011, 367258011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 285080, 'name': 'Amazon.com Stores'}]",265523,Home & Kitchen/Kitchen & Dining/Dining & Entertaining/Flatware/Flatware Sets,367232011.0
2636,Kitchen,B00004WA8B,"[285080, 367232011, 367258011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 285080, 'name': 'Amazon.com Stores'}]",265523,Home & Kitchen/Kitchen & Dining/Food Service Equipment & Supplies/Tabletop & Serveware/Flatware/Flatware Sets,367232011.0
2637,Kitchen,B002DPY5QK,"[3118175011, 24065233011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 915194, 'name': 'Coffee, Tea & Espresso'}, {'catId': 3118170011, 'name': 'Tea Accessories'}, {'catId': 3118175011, 'name': 'Tea Storage Chests'}]",1055398,,
2638,Furniture,B0044ZZIP4,"[3735831, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21487702011, 'name': 'Rugs, Pads & Protectors'}, {'catId': 3735831, 'name': 'Runners'}]",1055398,,
2639,Home,B0031M9H3A,"[3744241, 20405902011, 18505454011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 3610841, 'name': 'Storage & Organization'}, {'catId': 2422453011, 'name': 'Trash, Recycling & Compost'}, {'catId': 3744241, 'name': 'Kitchen Trash Cans'}]",1055398,,
2640,Kitchen,B005P0ONNU,"[82785833011, 720777011]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77077425011, 'name': 'Cutlery, Dinnerware and Knives'}, {'catId': 82785833011, 'name': 'Specialty Knives'}]",265523,,
2641,Home,B00BBA3YOM,"[10671050011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 10671039011, 'name': 'Quilts & Sets'}, {'catId': 10671050011, 'name': 'Quilt Sets'}]",1055398,,
2642,Home,B002BRXYQW,"[23870136011, 3744031, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337647011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_3301'}, {'catId': 23772815011, 'name': 'Education'}, {'catId': 23853647011, 'name': 'Quantity Discounts'}, {'catId': 23853668011, 'name': 'Quantity Discounts - Snacks & Beverages'}, {'catId': 23870136011, 'name': 'Quantity Discounts - Supplies & Cutlery'}]",265523,,
2643,Kitchen,B0018A957U,"[16907729011, 17923020011, 18505439011, 19343857011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337675011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_1101'}, {'catId': 16907729011, 'name': 'Business Pricing: Kitchen'}]",265523,Home & Kitchen/Kitchen & Dining/Cookware/Pots & Pans,19343857011.0
2644,Kitchen,B004YZEIZ0,"[678518011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 289754, 'name': 'Kitchen Utensils & Gadgets'}, {'catId': 289779, 'name': 'Seasoning & Spice Tools'}, {'catId': 760382, 'name': 'Garlic Tools'}, {'catId': 678518011, 'name': 'Garlic Presses'}]",1055398,,
2645,Kitchen,B002HJ35YA,"[16907729011, 10755432011, 18505439011, 77182861011, 119011811011, 289677, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337675011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_1101'}, {'catId': 16907729011, 'name': 'Business Pricing: Kitchen'}]",265523,,
2646,Furniture,B00CLDS39Y,"[3733671, 23853767011, 23899072011, 23774508011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063312, 'name': 'Home Office Furniture'}, {'catId': 3733671, 'name': 'Home Office Desks'}]",1055398,,
2647,Home,B00AWN59LK,"[3732781, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 1063274, 'name': 'Sheets & Pillowcases'}, {'catId': 3732781, 'name': 'Sheet & Pillowcase Sets'}]",1055398,,
2648,Kitchen,B00CYGBCO6,"[367258011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 13162311, 'name': 'Dining & Entertaining'}, {'catId': 13218891, 'name': 'Flatware'}, {'catId': 367258011, 'name': 'Serving Sets'}]",1055398,,
2649,Kitchen,B000050AV5,"[9425874011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 1267449011, 'name': 'Small Appliance Parts & Accessories'}, {'catId': 9425874011, 'name': 'Deep Fryer Parts & Accessories'}]",1055398,Home & Kitchen/Kitchen & Dining/Small Appliance Parts & Accessories/Deep Fryer Parts & Accessories,9425874011.0
2650,Home,B004GXAKSE,"[13749821, 13900811, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063236, 'name': 'Bath'}, {'catId': 1063238, 'name': 'Bathroom Accessories'}, {'catId': 3731971, 'name': 'Holders & Dispensers'}, {'catId': 13749821, 'name': 'Toothbrush Holders'}]",1055398,,
2651,Furniture,B004S6L2WW,"[3743981, 2422463011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 3735061, 'name': 'Home Décor Accents'}, {'catId': 3743981, 'name': 'Corner Shelves'}]",1055398,"Home & Kitchen/Storage & Organization/Racks, Shelves & Drawers",2422463011.0
2652,Furniture,B002IE5BDW,"[684541011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21487702011, 'name': 'Rugs, Pads & Protectors'}, {'catId': 684541011, 'name': 'Area Rugs'}]",1055398,,
2653,Kitchen,B005D6GFFA,"[23705309011, 23627432011, 10755432011, 77182885011, 119008844011, 289724, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337675011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_1101'}, {'catId': 23564382011, 'name': 'Request for quote'}, {'catId': 23705309011, 'name': 'Request for quote | Hospitality'}]",265523,,
2654,Kitchen,B0007CXPSA,[678547011],"[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 13162311, 'name': 'Dining & Entertaining'}, {'catId': 367165011, 'name': 'Dinnerware & Serveware'}, {'catId': 23593202011, 'name': 'Serveware'}, {'catId': 367201011, 'name': 'Serving Dishes, Trays & Platters'}, {'catId': 678547011, 'name': 'Serving Trays'}]",1055398,,
2655,Home,B00193FJQM,"[14092791, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 289754, 'name': 'Kitchen Utensils & Gadgets'}, {'catId': 16439891, 'name': 'Kitchen Accessories'}, {'catId': 14092791, 'name': 'Dish Drying Mats'}]",1055398,,
2656,Home,B00472MSSY,"[3732781, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 1063274, 'name': 'Sheets & Pillowcases'}, {'catId': 3732781, 'name': 'Sheet & Pillowcase Sets'}]",1055398,,
2657,Kitchen,B009LJWP68,"[367142011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 13162311, 'name': 'Dining & Entertaining'}, {'catId': 13217501, 'name': 'Glassware & Drinkware'}, {'catId': 367125011, 'name': 'Cups, Mugs, & Saucers'}, {'catId': 367142011, 'name': 'Coffee Cups & Mugs'}]",1055398,,
2658,Kitchen,B005P0ON6M,"[82785833011, 119008843011, 720777011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77077425011, 'name': 'Cutlery, Dinnerware and Knives'}, {'catId': 82785833011, 'name': 'Specialty Knives'}]",265523,,
2659,Kitchen,B000AZLLVW,"[77182857011, 289761, 13900811]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77076852011, 'name': 'Cookware and Bakeware'}, {'catId': 77182848011, 'name': 'Cookware'}, {'catId': 77182857011, 'name': 'Collanders and Strainers'}]",265523,,
2660,Home,B00G7MCZ2G,"[14058581, 17938211011, 18715717011, 18505454011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 1063280, 'name': 'Blankets & Throws'}, {'catId': 14058581, 'name': 'Throws'}]",1055398,,
2661,Home,B007VHT1UA,"[14058581, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 1063280, 'name': 'Blankets & Throws'}, {'catId': 14058581, 'name': 'Throws'}]",1055398,,
2662,Home,B00E3UV57A,"[3744211, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 510136, 'name': 'Storage & Organization'}, {'catId': 23691552011, 'name': 'Racks & Holders'}, {'catId': 3743971, 'name': 'Cabinet & Drawer Organization'}, {'catId': 3744211, 'name': 'Shelf Liners'}]",1055398,,
2663,Kitchen,B000I6JZWA,"[285080, 113342252011, 99480365011, 678514011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 285080, 'name': 'Amazon.com Stores'}]",265523,,
2664,Kitchen,B0000DIX7U,"[18505439011, 77182862011, 289683, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337712011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_6001'}, {'catId': 18505439011, 'name': 'Best Sellers in Kitchen'}]",265523,,
2665,Home,B00CWDJLQC,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
2666,Home,B008YHRQQM,"[3732111, 17515225011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 1199122, 'name': 'Bed Pillows & Positioners'}, {'catId': 3732111, 'name': 'Neck & Cervical Pillows'}]",1055398,,
2667,Kitchen,B0000DDVK7,"[77182872011, 13825881]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77076852011, 'name': 'Cookware and Bakeware'}, {'catId': 77182859011, 'name': 'Bakeware'}, {'catId': 77182872011, 'name': 'Decorating tools'}]",265523,,
2668,Kitchen,B003YKGRXC,"[77182862011, 119008843011, 289681, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77076852011, 'name': 'Cookware and Bakeware'}, {'catId': 77182859011, 'name': 'Bakeware'}, {'catId': 77182862011, 'name': 'Cakepans'}]",265523,,
2669,Kitchen,B005BPZDN8,"[23870136011, 18505439011, 9768326011]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337647011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_3301'}, {'catId': 23772815011, 'name': 'Education'}, {'catId': 23853647011, 'name': 'Quantity Discounts'}, {'catId': 23853668011, 'name': 'Quantity Discounts - Snacks & Beverages'}, {'catId': 23870136011, 'name': 'Quantity Discounts - Supplies & Cutlery'}]",265523,Home & Kitchen/Kitchen & Dining/Storage & Organization/Food Storage,9768326011.0
2670,Kitchen,B005BPZDN8,"[23870136011, 18505439011, 9768326011]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337647011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_3301'}, {'catId': 23772815011, 'name': 'Education'}, {'catId': 23853647011, 'name': 'Quantity Discounts'}, {'catId': 23853668011, 'name': 'Quantity Discounts - Snacks & Beverages'}, {'catId': 23870136011, 'name': 'Quantity Discounts - Supplies & Cutlery'}]",265523,Home & Kitchen/Storage & Organization/Kitchen Storage & Organization/Food Storage,9768326011.0
2671,Kitchen,B0006BDBCC,[678651011],"[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 289668, 'name': 'Bakeware'}, {'catId': 289672, 'name': 'Ramekins & Soufflé Dishes'}, {'catId': 678651011, 'name': 'Ramekins'}]",1055398,,
2672,Home,B0011E2JTO,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
2673,Kitchen,B0018EAB3S,[289815],"[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 289668, 'name': 'Bakeware'}, {'catId': 289671, 'name': 'Bakers & Casseroles'}, {'catId': 289815, 'name': 'Casseroles'}]",1055398,,
2674,Home,B001VGL5KQ,"[3735621, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 21557028011, 'name': 'Photo Albums'}, {'catId': 3735621, 'name': 'Bookshelf Albums'}]",1055398,,
2675,Furniture,B005EFXAFS,"[681151011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 16543322011, 'name': 'Accent Furniture'}, {'catId': 681151011, 'name': 'Storage Cabinets'}]",1055398,,
2676,Home,B002KFZ4HC,"[3732181, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 1063280, 'name': 'Blankets & Throws'}, {'catId': 3732181, 'name': 'Bed Blankets'}]",1055398,,
2677,Kitchen,B000I6KZEC,[723475011],"[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 901590, 'name': 'Event & Party Supplies'}, {'catId': 723469011, 'name': 'Decorations'}, {'catId': 723475011, 'name': 'Tablecovers'}]",1055398,,
2678,Drugstore,B003KIIRBI,"[3115626011, 18408481011, 116073926011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 1267449011, 'name': 'Small Appliance Parts & Accessories'}, {'catId': 3115648011, 'name': 'Coffee & Espresso Machine Parts & Accessories'}, {'catId': 3115626011, 'name': 'Coffee & Espresso Machine Cleaning Products'}]",1055398,,
2679,Home Improvement,B001L5U2DS,"[511356, 23682369011, 20683685011, 23479513011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 3610841, 'name': 'Storage & Organization'}, {'catId': 3744261, 'name': 'Home Storage Hooks'}, {'catId': 511356, 'name': 'Utility Hooks'}]",1055398,,
2680,Home,B009M7ZFYS,"[85976011, 82830933011, 23686073011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063236, 'name': 'Bath'}, {'catId': 1063238, 'name': 'Bathroom Accessories'}, {'catId': 3731951, 'name': 'Toilet Accessories'}, {'catId': 85976011, 'name': 'Toilet Plungers & Holders'}]",1055398,,
2681,Kitchen,B001VZ6ZDO,"[24065798011, 82795864011, 289765]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337688011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_4901'}, {'catId': 23686064011, 'name': 'Breakroom'}, {'catId': 24005362011, 'name': 'Power & Accessories'}, {'catId': 24065798011, 'name': 'Cooking Utensils'}]",265523,,
2682,Home,B00A26VOZM,"[10671066011, 101636900011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 17874225011, 'name': 'Mattress Protectors & Encasements'}, {'catId': 10671066011, 'name': 'Mattress Encasements'}]",1055398,,
2683,Furniture,B003UGSZV2,"[23691554011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 23691551011, 'name': 'Kitchen Furniture'}, {'catId': 8521400011, 'name': 'Storage Islands & Carts'}, {'catId': 23691554011, 'name': 'Mobile Storage Islands'}]",1055398,,
2684,Home,B004EJKPG2,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
2685,Furniture,B00EUU5OX4,"[3733551, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063318, 'name': 'Living Room Furniture'}, {'catId': 3733551, 'name': 'Sofas & Couches'}]",1055398,,
2686,Furniture,B003F10LFK,"[3735831, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21487702011, 'name': 'Rugs, Pads & Protectors'}, {'catId': 3735831, 'name': 'Runners'}]",1055398,,
